ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
662,18-24,F,University degree,UK,White,33,31,39,42,51,1,3,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL5,CL0,CL0
663,25-34,F,University degree,UK,White,36,41,46,55,53,5,2,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
664,25-34,F,Doctorate degree,UK,White,48,30,42,30,30,3,4,CL6,CL1,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
665,18-24,M,University degree,UK,White,32,37,48,45,38,5,8,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL2,CL4,CL0,CL0
666,25-34,F,Doctorate degree,UK,White,47,37,45,45,40,2,5,CL6,CL2,CL2,CL0,CL5,CL2,CL6,CL2,CL1,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL1
667,18-24,M,Left school at 18 years,UK,White,19,38,45,42,34,6,7,CL3,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
668,35-44,M,"Some college or university, no certificate or degree",UK,White,45,35,54,41,44,3,6,CL4,CL2,CL1,CL6,CL4,CL5,CL6,CL4,CL4,CL3,CL5,CL3,CL2,CL2,CL6,CL3,CL6,CL0,CL0
669,45-54,M,University degree,UK,White,21,53,45,45,39,4,5,CL5,CL0,CL1,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL1
670,25-34,M,"Some college or university, no certificate or degree",UK,White,30,46,47,41,41,4,8,CL6,CL0,CL3,CL5,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
671,18-24,M,Professional certificate/ diploma,UK,White,32,41,41,38,39,0,4,CL5,CL0,CL3,CL0,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
672,35-44,M,Professional certificate/ diploma,UK,White,31,45,44,39,43,6,9,CL2,CL1,CL1,CL0,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
673,18-24,M,University degree,UK,White,33,40,55,48,48,5,5,CL2,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL0
674,18-24,F,"Some college or university, no certificate or degree",UK,White,48,47,47,47,48,2,6,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
675,18-24,F,Masters degree,UK,Asian,44,35,40,39,33,2,8,CL3,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
676,35-44,M,Professional certificate/ diploma,UK,White,35,38,39,38,36,4,9,CL3,CL2,CL1,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL3,CL3,CL1,CL0,CL3,CL6,CL0,CL1
677,18-24,M,Professional certificate/ diploma,UK,White,38,40,32,42,44,6,8,CL3,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
678,25-34,M,University degree,UK,White,41,38,47,39,37,3,5,CL6,CL2,CL2,CL0,CL4,CL3,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
679,18-24,M,"Some college or university, no certificate or degree",UK,White,56,23,42,43,25,1,1,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2
680,18-24,F,"Some college or university, no certificate or degree",UK,White,42,38,40,35,51,2,9,CL5,CL4,CL3,CL3,CL6,CL3,CL4,CL3,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL0,CL3,CL0,CL3
681,45-54,M,Doctorate degree,UK,White,38,34,43,43,25,2,0,CL6,CL6,CL1,CL3,CL6,CL1,CL4,CL3,CL3,CL6,CL3,CL3,CL3,CL2,CL2,CL2,CL0,CL0,CL0
682,35-44,M,"Some college or university, no certificate or degree",UK,White,24,40,35,39,43,6,8,CL6,CL0,CL2,CL3,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
683,25-34,M,Masters degree,UK,White,49,26,47,45,46,1,3,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
684,35-44,F,University degree,UK,White,41,39,41,42,37,1,4,CL3,CL2,CL2,CL2,CL3,CL3,CL4,CL3,CL1,CL2,CL0,CL2,CL2,CL2,CL0,CL3,CL1,CL0,CL0
685,35-44,F,Professional certificate/ diploma,UK,White,45,35,54,35,29,7,10,CL4,CL0,CL0,CL6,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL1,CL4,CL0,CL0
686,25-34,M,University degree,Australia,White,32,41,50,40,36,6,7,CL6,CL5,CL3,CL5,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL2,CL3,CL4,CL0,CL4,CL5,CL0,CL0
687,18-24,F,"Some college or university, no certificate or degree",Canada,White,51,46,55,41,34,6,9,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
688,45-54,F,Left school before 16 years,Australia,White,27,44,37,49,44,1,0,CL4,CL1,CL0,CL2,CL5,CL5,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL3,CL0,CL0
689,35-44,M,"Some college or university, no certificate or degree",USA,White,46,47,42,35,46,6,9,CL2,CL2,CL1,CL3,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
690,55-64,F,Masters degree,UK,White,44,35,41,43,41,8,7,CL6,CL1,CL0,CL1,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
691,55-64,M,"Some college or university, no certificate or degree",UK,White,40,35,34,28,41,5,4,CL6,CL0,CL0,CL2,CL6,CL0,CL4,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0
692,25-34,F,University degree,UK,White,34,39,37,44,45,2,4,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
693,45-54,F,Masters degree,UK,White,38,35,42,41,38,2,3,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
694,35-44,M,Masters degree,UK,White,25,38,45,46,46,1,3,CL6,CL1,CL0,CL0,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
695,35-44,M,Professional certificate/ diploma,UK,White,27,36,41,39,40,4,5,CL5,CL1,CL1,CL0,CL6,CL6,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL1,CL0,CL1,CL2,CL0,CL1
696,35-44,F,Masters degree,UK,White,34,37,44,51,53,2,2,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
697,55-64,M,University degree,UK,White,28,42,47,28,51,3,6,CL5,CL1,CL1,CL0,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
698,45-54,F,University degree,Canada,Other,21,38,53,53,42,2,6,CL4,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
699,35-44,M,University degree,USA,White,35,32,52,43,37,3,4,CL6,CL5,CL0,CL3,CL6,CL5,CL6,CL2,CL0,CL2,CL1,CL0,CL0,CL3,CL0,CL2,CL5,CL0,CL0
700,55-64,M,"Some college or university, no certificate or degree",UK,White,34,31,39,45,33,3,7,CL6,CL2,CL2,CL0,CL6,CL6,CL4,CL2,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL2,CL6,CL0,CL2
701,35-44,F,"Some college or university, no certificate or degree",Other,White,45,41,47,37,43,7,9,CL5,CL2,CL0,CL2,CL6,CL6,CL6,CL2,CL1,CL3,CL1,CL0,CL3,CL2,CL0,CL2,CL6,CL0,CL1
702,45-54,M,Left school before 16 years,UK,White,26,47,47,48,49,2,7,CL1,CL1,CL1,CL2,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL2,CL6,CL0,CL0
703,35-44,F,University degree,UK,White,32,44,48,41,42,6,8,CL3,CL1,CL2,CL2,CL4,CL3,CL6,CL0,CL0,CL3,CL0,CL2,CL3,CL2,CL0,CL3,CL2,CL0,CL0
704,55-64,M,University degree,UK,White,23,45,43,37,41,2,6,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
705,35-44,M,"Some college or university, no certificate or degree",USA,White,28,38,40,39,44,2,4,CL6,CL1,CL1,CL1,CL1,CL6,CL1,CL1,CL1,CL1,CL1,CL1,CL3,CL1,CL1,CL1,CL1,CL0,CL1
706,18-24,M,"Some college or university, no certificate or degree",UK,White,23,42,53,55,43,2,5,CL3,CL2,CL2,CL2,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL0
707,18-24,F,University degree,UK,White,34,32,34,40,44,5,3,CL4,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
708,25-34,M,University degree,UK,White,35,52,46,42,38,5,7,CL5,CL2,CL2,CL0,CL6,CL5,CL5,CL3,CL0,CL5,CL0,CL3,CL3,CL0,CL0,CL0,CL5,CL0,CL0
709,18-24,M,"Some college or university, no certificate or degree",UK,White,40,36,41,48,49,1,4,CL5,CL0,CL3,CL0,CL6,CL3,CL6,CL0,CL0,CL4,CL0,CL3,CL3,CL0,CL0,CL0,CL2,CL0,CL0
710,18-24,M,Professional certificate/ diploma,UK,White,27,38,39,47,45,2,1,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
711,18-24,M,University degree,UK,White,45,41,48,39,31,4,9,CL5,CL2,CL3,CL2,CL3,CL6,CL6,CL2,CL0,CL2,CL0,CL3,CL3,CL3,CL0,CL2,CL5,CL0,CL0
712,18-24,M,"Some college or university, no certificate or degree",USA,White,30,39,38,50,45,1,3,CL3,CL0,CL0,CL6,CL3,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL0
713,25-34,F,Masters degree,UK,White,41,42,50,44,49,3,4,CL4,CL3,CL0,CL2,CL5,CL3,CL5,CL2,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL0,CL0,CL0,CL0
714,18-24,M,University degree,USA,White,41,45,52,54,42,6,8,CL6,CL5,CL2,CL0,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL3,CL5,CL0,CL0
715,18-24,M,Professional certificate/ diploma,UK,White,43,47,47,36,40,6,10,CL5,CL0,CL0,CL0,CL6,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
716,18-24,F,"Some college or university, no certificate or degree",USA,White,42,43,53,54,44,3,7,CL5,CL3,CL0,CL6,CL6,CL6,CL4,CL3,CL3,CL2,CL2,CL0,CL2,CL3,CL3,CL3,CL6,CL0,CL2
717,18-24,M,"Some college or university, no certificate or degree",UK,White,35,28,35,39,27,7,3,CL3,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
718,35-44,M,University degree,USA,White,28,34,42,44,44,2,3,CL5,CL1,CL0,CL4,CL4,CL6,CL5,CL2,CL0,CL0,CL0,CL2,CL2,CL2,CL0,CL3,CL6,CL0,CL1
719,18-24,M,Left school at 16 years,Other,White,35,30,39,39,40,8,9,CL5,CL2,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
720,55-64,M,University degree,UK,White,32,32,39,40,39,5,7,CL5,CL1,CL2,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL1,CL0,CL1,CL0,CL1,CL1,CL0,CL0
721,35-44,M,"Some college or university, no certificate or degree",UK,White,48,45,52,42,49,6,8,CL6,CL4,CL3,CL5,CL6,CL6,CL6,CL2,CL0,CL3,CL2,CL2,CL3,CL2,CL0,CL3,CL6,CL0,CL1
722,35-44,F,Professional certificate/ diploma,UK,White,51,35,46,48,43,2,3,CL4,CL2,CL1,CL0,CL6,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
723,55-64,M,Professional certificate/ diploma,UK,White,35,38,44,39,39,1,2,CL1,CL1,CL0,CL1,CL6,CL6,CL5,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
724,25-34,F,University degree,UK,White,27,49,46,49,46,4,4,CL5,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
725,35-44,F,"Some college or university, no certificate or degree",UK,White,47,36,50,48,39,4,5,CL4,CL3,CL0,CL1,CL6,CL6,CL6,CL4,CL0,CL4,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
726,25-34,F,Masters degree,UK,White,39,44,50,53,44,3,10,CL5,CL2,CL3,CL3,CL6,CL5,CL6,CL4,CL0,CL5,CL0,CL4,CL3,CL4,CL0,CL3,CL3,CL0,CL0
727,18-24,M,Professional certificate/ diploma,UK,White,56,32,50,35,38,2,4,CL6,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
728,25-34,F,Masters degree,UK,Mixed-White/Black,39,44,40,44,41,4,5,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
729,18-24,M,"Some college or university, no certificate or degree",Canada,White,23,41,50,41,29,4,6,CL4,CL0,CL0,CL0,CL3,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL4,CL0,CL0,CL0
730,25-34,F,Left school at 16 years,Australia,White,30,42,45,39,43,7,8,CL6,CL2,CL2,CL2,CL6,CL6,CL5,CL2,CL2,CL2,CL2,CL2,CL0,CL4,CL2,CL6,CL6,CL2,CL2
731,35-44,F,University degree,UK,White,43,40,37,43,42,3,2,CL5,CL1,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL1
732,18-24,M,"Some college or university, no certificate or degree",UK,White,28,48,42,42,38,4,7,CL4,CL4,CL2,CL0,CL4,CL5,CL4,CL0,CL0,CL3,CL0,CL0,CL5,CL0,CL0,CL3,CL0,CL0,CL0
733,18-24,F,University degree,UK,White,48,44,50,42,42,2,5,CL6,CL0,CL2,CL0,CL6,CL5,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0,CL5,CL0,CL0
734,35-44,M,Left school at 16 years,UK,Mixed-White/Asian,42,41,46,41,40,3,4,CL5,CL2,CL2,CL3,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL1,CL6,CL0,CL0
735,18-24,M,"Some college or university, no certificate or degree",UK,White,43,47,55,28,27,6,8,CL6,CL3,CL3,CL3,CL5,CL6,CL5,CL3,CL0,CL3,CL0,CL3,CL3,CL0,CL0,CL3,CL6,CL0,CL0
736,25-34,F,University degree,UK,White,38,53,59,53,37,7,9,CL4,CL3,CL2,CL3,CL6,CL5,CL5,CL4,CL0,CL5,CL2,CL3,CL3,CL4,CL3,CL3,CL6,CL0,CL2
737,25-34,M,University degree,UK,White,31,26,25,28,32,1,6,CL6,CL2,CL5,CL0,CL6,CL3,CL6,CL4,CL0,CL4,CL0,CL5,CL0,CL1,CL0,CL0,CL5,CL0,CL0
738,25-34,M,University degree,UK,White,26,51,44,44,55,5,9,CL5,CL2,CL0,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL0,CL2,CL0,CL0
739,18-24,F,Left school at 18 years,Other,White,48,41,55,51,46,2,7,CL4,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL6,CL0,CL3,CL4,CL5,CL3,CL5,CL3,CL0,CL0
740,25-34,M,Masters degree,Other,White,35,29,47,40,38,4,8,CL6,CL2,CL0,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL4,CL6,CL0,CL2
741,35-44,M,"Some college or university, no certificate or degree",UK,White,24,41,48,51,37,6,6,CL5,CL3,CL2,CL3,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL4,CL4,CL5,CL0,CL4,CL6,CL0,CL0
743,45-54,F,Masters degree,UK,White,44,38,46,48,52,5,7,CL6,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
744,35-44,F,University degree,UK,White,42,41,39,37,34,1,2,CL5,CL0,CL1,CL2,CL5,CL1,CL4,CL0,CL0,CL2,CL0,CL0,CL2,CL1,CL0,CL0,CL3,CL0,CL1
745,25-34,M,Left school at 16 years,UK,White,32,40,40,37,47,5,7,CL1,CL0,CL0,CL0,CL0,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0,CL0,CL0
746,45-54,M,"Some college or university, no certificate or degree",UK,White,27,41,44,47,29,7,5,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
747,25-34,F,Left school at 16 years,UK,White,43,42,36,46,39,2,5,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
748,25-34,F,Masters degree,UK,White,35,43,47,45,45,2,5,CL4,CL0,CL2,CL2,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL0,CL5,CL0,CL0
749,35-44,F,Left school at 16 years,UK,White,40,36,34,43,27,4,5,CL2,CL6,CL2,CL3,CL6,CL6,CL6,CL2,CL2,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL0,CL0
750,35-44,F,Doctorate degree,UK,White,21,46,37,53,54,3,4,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
751,35-44,M,Masters degree,UK,White,34,40,44,50,41,3,7,CL5,CL0,CL1,CL1,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
752,25-34,F,Professional certificate/ diploma,UK,White,17,49,31,50,50,3,3,CL6,CL2,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
753,25-34,M,"Some college or university, no certificate or degree",Other,White,51,38,53,52,27,8,6,CL6,CL3,CL0,CL5,CL3,CL5,CL4,CL3,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL6,CL0,CL0
754,25-34,F,Masters degree,UK,White,40,47,40,51,45,4,7,CL5,CL2,CL2,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL0
755,25-34,M,Doctorate degree,UK,White,27,43,55,50,38,4,6,CL4,CL1,CL1,CL2,CL6,CL5,CL5,CL2,CL0,CL1,CL0,CL0,CL3,CL3,CL0,CL2,CL4,CL0,CL0
756,18-24,M,"Some college or university, no certificate or degree",USA,White,23,50,56,48,56,2,2,CL5,CL4,CL3,CL3,CL6,CL2,CL5,CL3,CL0,CL3,CL3,CL4,CL4,CL4,CL3,CL4,CL6,CL0,CL0
757,18-24,F,Masters degree,UK,Mixed-White/Asian,42,42,40,44,47,3,5,CL5,CL0,CL2,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0
758,18-24,F,"Some college or university, no certificate or degree",Republic of Ireland,White,56,37,43,48,24,7,7,CL6,CL6,CL0,CL0,CL5,CL6,CL5,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
759,18-24,M,"Some college or university, no certificate or degree",USA,White,40,44,44,42,40,5,9,CL3,CL3,CL0,CL5,CL6,CL6,CL5,CL3,CL3,CL3,CL0,CL0,CL4,CL0,CL3,CL3,CL6,CL0,CL0
760,18-24,M,Doctorate degree,UK,White,14,51,48,50,44,2,7,CL6,CL0,CL2,CL2,CL6,CL3,CL3,CL2,CL2,CL3,CL0,CL3,CL4,CL3,CL6,CL0,CL6,CL0,CL0
761,25-34,M,University degree,Canada,White,36,32,38,40,37,4,9,CL6,CL2,CL2,CL2,CL6,CL3,CL6,CL3,CL0,CL3,CL3,CL2,CL5,CL0,CL3,CL3,CL5,CL0,CL3
762,18-24,M,"Some college or university, no certificate or degree",USA,White,52,42,36,40,22,9,5,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
763,25-34,F,University degree,Australia,White,24,45,55,50,43,3,7,CL6,CL6,CL2,CL4,CL5,CL6,CL5,CL2,CL0,CL6,CL0,CL2,CL6,CL3,CL0,CL2,CL3,CL0,CL0
764,18-24,F,University degree,UK,White,47,45,48,49,29,6,3,CL5,CL0,CL0,CL2,CL5,CL3,CL0,CL3,CL3,CL2,CL0,CL0,CL0,CL0,CL0,CL3,CL5,CL0,CL2
765,18-24,M,Left school at 16 years,UK,White,40,32,53,47,33,5,8,CL5,CL0,CL2,CL0,CL4,CL5,CL3,CL2,CL0,CL3,CL0,CL2,CL2,CL3,CL0,CL3,CL4,CL0,CL0
766,18-24,M,"Some college or university, no certificate or degree",USA,White,42,41,58,48,42,4,9,CL4,CL2,CL3,CL2,CL6,CL6,CL5,CL2,CL0,CL3,CL0,CL0,CL3,CL5,CL2,CL4,CL6,CL0,CL0
767,18-24,M,"Some college or university, no certificate or degree",USA,White,46,34,46,56,37,5,6,CL6,CL3,CL0,CL6,CL6,CL1,CL5,CL3,CL3,CL3,CL2,CL0,CL2,CL4,CL6,CL2,CL6,CL0,CL3
768,25-34,M,Masters degree,New Zealand,White,44,35,45,38,40,2,6,CL6,CL2,CL3,CL6,CL6,CL6,CL6,CL3,CL0,CL2,CL2,CL3,CL4,CL2,CL3,CL3,CL6,CL0,CL3
769,18-24,F,Professional certificate/ diploma,USA,Other,32,44,45,41,47,7,4,CL4,CL6,CL0,CL6,CL6,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL6,CL0,CL0
770,25-34,M,University degree,Australia,White,46,41,48,46,47,1,8,CL6,CL2,CL2,CL3,CL6,CL2,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL1
771,18-24,M,"Some college or university, no certificate or degree",USA,White,42,27,35,43,34,8,9,CL3,CL3,CL0,CL0,CL3,CL3,CL6,CL0,CL0,CL3,CL0,CL5,CL5,CL3,CL0,CL0,CL5,CL0,CL0
772,18-24,F,Masters degree,UK,Asian,41,29,31,49,44,5,3,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
773,45-54,M,University degree,UK,White,48,29,41,39,27,4,7,CL6,CL5,CL3,CL3,CL6,CL6,CL5,CL3,CL0,CL3,CL1,CL6,CL6,CL2,CL1,CL5,CL1,CL0,CL2
774,45-54,F,Professional certificate/ diploma,Canada,White,46,30,42,41,38,3,5,CL1,CL1,CL0,CL6,CL4,CL6,CL3,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL6,CL1,CL6,CL0,CL1
775,18-24,M,Left school at 18 years,Other,White,25,37,48,45,42,2,5,CL4,CL2,CL0,CL2,CL6,CL4,CL5,CL0,CL0,CL4,CL2,CL2,CL2,CL5,CL2,CL2,CL6,CL0,CL0
776,18-24,F,"Some college or university, no certificate or degree",Other,White,21,43,52,41,27,4,7,CL4,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL2,CL6,CL0,CL0
777,25-34,M,"Some college or university, no certificate or degree",USA,White,37,37,38,41,42,2,1,CL3,CL6,CL0,CL6,CL6,CL5,CL5,CL2,CL2,CL2,CL3,CL0,CL0,CL2,CL6,CL2,CL6,CL0,CL0
778,18-24,M,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,41,44,50,39,38,4,6,CL6,CL4,CL0,CL6,CL6,CL6,CL0,CL3,CL3,CL2,CL0,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL0
779,18-24,M,"Some college or university, no certificate or degree",Canada,White,54,40,58,40,37,6,8,CL4,CL6,CL0,CL5,CL5,CL6,CL6,CL3,CL0,CL3,CL0,CL5,CL3,CL5,CL0,CL5,CL4,CL0,CL0
780,45-54,M,Left school at 18 years,UK,White,18,47,42,47,39,4,4,CL5,CL3,CL1,CL0,CL6,CL6,CL5,CL2,CL0,CL4,CL1,CL2,CL6,CL3,CL0,CL5,CL1,CL0,CL1
781,18-24,F,Professional certificate/ diploma,USA,White,46,23,43,46,42,1,3,CL4,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL0,CL2,CL2,CL0,CL3,CL2,CL3,CL2,CL3,CL0,CL0
782,35-44,M,Professional certificate/ diploma,USA,White,46,32,38,30,36,4,8,CL6,CL0,CL0,CL5,CL6,CL5,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
783,18-24,M,"Some college or university, no certificate or degree",USA,Other,47,30,46,43,32,8,10,CL3,CL3,CL0,CL2,CL6,CL4,CL3,CL4,CL2,CL3,CL2,CL2,CL3,CL3,CL3,CL0,CL4,CL0,CL3
784,18-24,F,"Some college or university, no certificate or degree",USA,White,44,37,52,46,38,5,9,CL6,CL3,CL0,CL3,CL3,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL2,CL3,CL0,CL0
